"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","admin.blog.editor.image.size.option.medium","Medium","","","",""
"web-app","admin.blog.editor.image.size.option.large","Large","","","",""
"web-app","admin.blog.editor.image.size.option.full","Full width","","","",""
"web-app","admin.blog.editor.image.insert","Insert image","","","",""
"web-app","admin.blog.editor.image.cancel","Cancel","","","",""
"web-app","admin.blog.consent.question","Can you recognise a specific person in this photo?","","","",""
"web-app","admin.blog.consent.questionHint","A clear face or close-up counts. A wide venue shot, a scoreboard, hands on a cue, or a crowd with no one person as the focus doesn't. Not sure? Choose Yes.","","","",""
"web-app","admin.blog.consent.yes","Yes","","","",""
"web-app","admin.blog.consent.no","No","","","",""
"web-app","admin.blog.consent.basisLabel","How do you have their permission?","","","",""
"web-app","admin.blog.consent.option.directConsent","They gave their OK for this photo","","","",""
"web-app","admin.blog.consent.option.directConsentHint","The strongest option — use it when the person themself agreed to this specific use.","","","",""
"web-app","admin.blog.consent.option.self","It's a photo of me","","","",""
"web-app","admin.blog.consent.option.selfHint","You're the person in the photo — no extra details needed.","","","",""
"web-app","admin.blog.consent.option.eventPolicy","The event's photo policy covers this","","","",""
"web-app","admin.blog.consent.option.eventPolicyHint","Only choose this if the event has a written policy that specifically allows reuse by outside organisations like 8nOut — not standard ""photography may occur"" signage. This is the weakest option, and reviewers check it closely.","","","",""
"web-app","admin.blog.consent.noteLabel","Details","","","",""
"web-app","admin.blog.consent.notePlaceholder.directConsent","Who gave the OK, how (in person, message, email) and roughly when","","","",""
"web-app","admin.blog.consent.notePlaceholder.eventPolicy","Name the event, and describe or link the actual policy","","","",""
"web-app","admin.blog.rights.label","Where does this photo come from?","","","",""
"web-app","admin.blog.rights.option.ownPhoto","I took this photo myself","","","",""
"web-app","admin.blog.rights.option.licensed","It's licensed for this use","","","",""
"web-app","admin.blog.rights.option.publicDomainCc","It's public domain or Creative Commons","","","",""
"web-app","admin.blog.rights.option.tournamentPermission","Official tournament photography, used with permission","","","",""
"web-app","admin.blog.rights.noteLabel","Details","","","",""
"web-app","admin.blog.rights.notePlaceholder.licensed","Name the licence and where the photo is from","","","",""
"web-app","admin.blog.rights.notePlaceholder.publicDomainCc","Which one, if you know it (e.g. CC BY 4.0, public domain)","","","",""
"web-app","admin.blog.rights.notePlaceholder.tournamentPermission","Who gave permission to use it (name the person or organiser)","","","",""
"web-app","admin.blog.rights.attest.ownPhoto","I confirm I took this photo myself.","","","",""
"web-app","admin.blog.rights.attest.licensed","I confirm this photo is licensed for this use, as described above.","","","",""
"web-app","admin.blog.rights.attest.publicDomainCc","I confirm this photo is public domain or Creative Commons licensed, as described above.","","","",""
"web-app","admin.blog.rights.attest.tournamentPermission","I confirm the organiser named above gave permission for 8nOut to use this photo.","","","",""
"web-app","admin.blog.err.imageIncomplete","Every image needs alt text and a rights source, plus a consent basis if it shows someone recognisable — check the image details before you save.","","","",""
"web-app","admin.blog.err.imageNotUploaded","This image wasn't uploaded through the editor, so it can't be saved. Only photos added with Insert image get checked for size, type and location data — remove it and upload the photo again.","","","",""
"web-app","admin.blog.review.image.sectionTitle","Images","","","",""
"web-app","admin.blog.review.image.personLabel","Identifiable person","","","",""
"web-app","admin.blog.review.image.consentLabel","Consent basis","","","",""
"web-app","admin.blog.review.image.rightsLabel","Rights","","","",""
"web-app","admin.blog.review.image.eventPolicyFlag","Weakest basis — check the details closely","","","",""
"web-app","admin.blog.review.image.checkHint","Check the photo itself, and whether the consent and rights details given actually hold up — not just that they're filled in.","","","",""
"web-app","admin.blog.review.linksLabel","Links","","","",""
"web-app","admin.blog.help.imagesTitle","Photos, consent and rights","","","",""
"web-app","admin.blog.help.imagesBody","Every inset image needs alt text, and is recorded the same way as authorship and review — other moderators can see who added it, when, and what they attested.","","","",""
"web-app","admin.blog.help.imagesPlacementBody","Posts don't have a separate cover or featured image. Every photo you add here is an inline image — it appears exactly where you insert it in the post body.","","","",""
"web-app","admin.blog.help.imagesConsentBody","If a photo shows someone recognisable, the moderator adding it records how they have that person's permission. ""The event's photo policy covers this"" is the weakest basis — it needs the actual policy named, not general photography signage — so reviewers check it hardest.","","","",""
"web-app","admin.blog.help.imagesRightsBody","Every image also records where it comes from — the moderator's own photo, a licence, public domain or Creative Commons, or tournament photography used with permission — so there's a real record of the right to use it, not just a checkbox.","","","",""
"web-app","admin.blog.help.imagesReviewBody","When you review a post with images, check the photo itself and whether the consent and rights details given actually hold up — not just that the fields are filled in.","","","",""
"web-app","admin.blog.help.imagesRevocationBody","If someone asks for a photo of them to come down, removing it from 8nOut is guaranteed same-day. Anything already cached or archived elsewhere — search engines, browser caches — is best-effort, not something we can promise.","","","",""
"web-app","admin.blog.meta.submittedBy","Submitted by {name}","","","{name}",""
"web-app","admin.blog.meta.submittedAgo","Submitted {ago}","","","{ago}",""
"web-app","admin.blog.meta.editedAgo","Edited {ago}","","","{ago}",""
"web-app","admin.blog.meta.publishedOn","Published {date}","","","{date}",""
"web-app","admin.blog.meta.liveSince","Published {date}","","","{date}",""
"web-app","admin.blog.meta.rejectedByAgo","Rejected by {name}, {ago}","","","{ago}; {name}",""
"web-app","admin.blog.meta.sentBackAgo","Sent back by {name}, {ago}","","","{ago}; {name}",""
"web-app","admin.blog.meta.autosaved","Autosaved {ago}","","","{ago}",""
"web-app","admin.blog.meta.deletedAccount","a deleted account","","","",""
"web-app","admin.blog.searchPlaceholder","Search by title…","","","",""
"web-app","admin.blog.backToPosts","Back to posts","","","",""
"web-app","admin.blog.image.loading","Loading photo…","","","",""
"web-app","admin.blog.image.expired","Preview timed out — reload to see it again.","","","",""
"web-app","admin.blog.image.reload","Reload photo","","","",""
"web-app","admin.blog.err.publishing","This post's photos are still being made public — click Approve & publish again in a moment.","","","",""
"web-app","admin.blog.help.imagesPublishingBody","If Approve & publish says the photos are still being made public, wait a moment and click it again — this finishes on its own, nothing is lost.","","","",""
"web-app","admin.blog.soloPublish.ackHeading","No second reviewer for this post","","","",""
"web-app","admin.blog.soloPublish.ackBody","This post shows someone recognisable or names a member, and you're currently the only moderator on 8nOut. Normally a second moderator checks whether that person would be comfortable appearing here before it publishes — right now, there isn't one to do that.","","","",""
"web-app","admin.blog.soloPublish.ackLabel","I understand I'm the only one making that judgment, and I'm personally accepting responsibility for it — not just on 8nOut's behalf.","","","",""
"web-app","admin.blog.soloPublish.ackLabelStandalone","I'm the only moderator reviewing this post, and I'm personally accepting responsibility for deciding whether the person it shows or names would be comfortable with that.","","","",""
"web-app","admin.blog.soloPublish.waitingNotice","Cooling-off period: {time} left before you can publish this alone. Come back then, or ask another moderator to review it now.","","","{time}",""
"web-app","admin.blog.soloPublish.pillWaiting","Solo review · {time} left","","","{time}",""
"web-app","admin.blog.soloPublish.pillReady","Solo review · ready to publish","","","",""
"web-app","admin.blog.soloPublish.soleModeratorNote","You're currently the only moderator on 8nOut.","","","",""
"web-app","admin.blog.err.soloNotReady","This can't be published solo yet — check the acknowledgment and cooling-off status above, or ask another moderator to review it.","","","",""
"web-app","admin.blog.err.soloCoolingOff","The cooling-off period for solo publishing hasn't finished yet — try again once the timer above reaches zero, or ask another moderator to review it now.","","","",""
"web-app","admin.blog.err.soloSecondModeratorJoined","Another moderator joined since you started this review, so solo publishing isn't available for this post anymore — ask them to review it instead.","","","",""
"web-app","admin.blog.err.selfReviewStale","This post still shows you as its last reviewer — refresh the page and try again, or ask another moderator to pick it up.","","","",""
"web-app","admin.blog.help.soloPublishBody","If you're the only moderator, you can publish a post that shows someone recognisable or names a member — on your own, after a short cooling-off period and a personal acknowledgment that you're the only one checking it. This is recorded the same way as everything else here, and stops being available the moment a second moderator joins.","","","",""
"web-app","admin.blog.classify.title","Before you submit","","","",""
"web-app","admin.blog.classify.question","Does this post name, quote, describe the result of, or otherwise let a reader identify a specific real member — beyond general references to the community?","","","",""
"web-app","admin.blog.classify.questionHint","Naming someone, quoting them, giving their match result, or describing them clearly enough that a reader would know who it is — all count, even without a photo. A general mention of the community, or an unnamed player, doesn't. Not sure? Choose Yes.","","","",""
"web-app","admin.blog.classify.confirm","Submit for review","","","",""
"web-app","admin.blog.classify.cancel","Cancel","","","",""
"web-app","presence.activeNow","Who's online","Wie is online","","",""
"web-app","presence.seeAll","See all","Alles bekijken","","",""
"web-app","presence.cityListTitle","Online in {city}","Online in {city}","","{city}",""
"web-app","presence.loadMore","Load more","Meer laden","","",""
"web-app","presence.noneActiveSub","Check back soon — players show up as they get to a table.","Kom straks terug — spelers verschijnen zodra ze aan een tafel staan.","","",""
"web-app","presence.online","In the app now","Nu in de app","","",""
"web-app","presence.recentlyActive","Active earlier today","Eerder vandaag actief","","",""
"web-app","presence.you","You","Jij","","",""
"web-app","presence.youInvisible","You · invisible","Jij · onzichtbaar","","",""
"web-app","presence.goInvisible","Go invisible","Onzichtbaar worden","","",""
"web-app","presence.goInvisibleSub","Hides your online status, your Open-to-play badge, and ""in the club"" from everyone — including your connections.","","","",""
"web-app","presence.goInvisibleFooter","While you're invisible: no one sees you as online, open to play, or in the club — not even your connections. Your club won't get a notification when you log on, either. It also clears any ""in the club"" status straight away. Turn invisibility off and your Open-to-play setting comes back as it was — but ""in the club"" doesn't return on its own. If you're still there, set it again. Your club pins and profile stay on the map the whole time.","","","",""
"web-app","presence.invisibleOwnerNote","You're invisible right now — others don't see you as online or open to play.","Je bent nu onzichtbaar — anderen zien je niet als online of open om te spelen.","","",""
"web-app","presence.firstNoticeHeading","You're now visible as active","Je bent nu zichtbaar als actief","","",""
"web-app","presence.firstNoticeBody","8nOut now shows other signed-in members when you're active — a simple ""online"" or ""recently active"" status next to your map pin, so people can see who's around for a game. It is never your location and is never shown to the public. It's on by default; you can turn it off for everyone, at any time, with Go invisible. See the Privacy Policy for details.","8nOut laat andere ingelogde leden nu zien wanneer je actief bent — een eenvoudige status ""online"" of ""recent actief"" naast je kaartpositie, zodat mensen kunnen zien wie er is voor een spel. Het is nooit je locatie en wordt nooit aan het publiek getoond. Het staat standaard aan; je kunt het op elk moment voor iedereen uitzetten met Onzichtbaar worden. Zie het Privacybeleid voor details.","","",""
"web-app","presence.firstNoticeDismiss","Got it","Oké","","",""
"web-app","presence.gotIt","Got it","Begrepen","","",""
"web-app","presence.globalOnlineLabel","Online now","Nu online","","",""
"web-app","presence.globalCountA11y.one","1 player online across 8nOut right now","1 speler is nu online op 8nOut","","",""
"web-app","presence.globalCountA11y.other","{count} players online across 8nOut right now","{count} spelers zijn nu online op 8nOut","","{count}",""
"web-app","presence.activeGamesLabel","Active games","","","",""
"web-app","presence.activeGamesCountA11y.one","{count} live scoreboard game in progress right now","","","{count}",""
"web-app","presence.activeGamesCountA11y.other","{count} live scoreboard games in progress right now","","","{count}",""
"web-app","presence.activeGamesCountA11yZero","No live scoreboard games in progress right now","","","",""
"web-app","presence.cityOnlineHeader","Who's online in {city}","Wie is online in {city}","","{city}",""
"web-app","presence.cityUnsetPrompt","Set your city to see who's online near you","Stel je plaats in om te zien wie er online is in de buurt","","",""
"web-app","presence.cityEmpty","No one's online in {city} right now","Er is nu niemand online in {city}","","{city}",""
"web-app","presence.zoomOutHint","Zoom out for more clubs","Zoom uit voor meer clubs","","",""
"web-app","presence.nearMeClubHeader","My clubs","Mijn clubs","","",""
"web-app","presence.nearMeCityHeader","In {city}","In {city}","","{city}",""
"web-app","presence.nearMeEmpty","No one's online in your clubs or in {city} right now","Er is nu niemand online in je clubs of in {city}","","{city}",""
"web-app","presence.nearMeDistanceA11yBelowOne","less than 1 kilometer away","minder dan 1 kilometer verderop","","",""
"web-app","presence.nearMeDistanceA11y.one","approximately 1 kilometer away","ongeveer 1 kilometer verderop","","",""
"web-app","presence.nearMeDistanceA11y.other","approximately {count} kilometers away","ongeveer {count} kilometer verderop","","{count}",""
"web-app","presence.nearMeAddClubNudge","Add a club to see players from your regular spots too","Club toevoegen om ook spelers van je vaste clubs te zien","","",""
"web-app","availability.setButton","I'm in the club","","","",""
"web-app","availability.pickerTitle","Which club, and for how long?","","","",""
"web-app","availability.pickerVenueLabel","Club","","","",""
"web-app","availability.pickerVenueEmpty","You haven't added a club yet — add one first, then you can show as in the club.","","","",""
"web-app","availability.pickerDurationLabel","Until","","","",""
"web-app","availability.duration.1h","1 hour","","","",""
"web-app","availability.duration.3h","3 hours","","","",""
"web-app","availability.duration.8h","8 hours","","","",""
"web-app","availability.firstNoticeHeading","Before you show as ""in the club""","","","",""
"web-app","availability.firstNoticeBody","You'll show as at **{venue}** until **{time}**. Your accepted connections will see this — no one else. Clear it in one tap any time, and it clears itself automatically once the time's up. It's entirely optional, and you can stop using it whenever you like.","","","{time}; {venue}",""
"web-app","availability.confirmButton","Show me as in the club","","","",""
"web-app","availability.statusLabel","At {venue} until {time}","","","{time}; {venue}",""
"web-app","availability.statusLabelA11y","In the club at {venue} until {time}","","","{time}; {venue}",""
"web-app","availability.clear","Clear","","","",""
"web-app","availability.invisibleDisabled","Turn off Go invisible to set this.","","","",""
"web-app","availability.repeatNotice","Visible to your connections only. Clear anytime.","","","",""
"web-app","availability.saveError","Couldn't save — check your connection and try again.","","","",""
"web-app","venue.inClubUntil","In the club until {time}","","","{time}",""
"web-app","venue.connectionsHereA11y","{count} of your connections here now","","","{count}",""
"web-app","availability.playingNoticeHeading","Before you confirm you're playing","Voordat je bevestigt dat je speelt","","",""
"web-app","availability.playingNoticeBodyOwner","Confirming shows you and **{name}** playing together, at **{venue}** until **{time}** — on your own club pin, that club's list, and the City list. Only members connected to **both of you** can see it, a smaller group than who sees you're in the club. {name} confirms separately, and nothing shows until they have too. End it in one tap, any time. It's optional — skip it and your own ""in the club"" status (if you have one) stays exactly as it is. One more thing: confirming replaces any ""in the club"" status you currently have — it ends the moment you confirm here. You can only be in one place at a time.","Bevestigen laat zien dat jij en **{name}** samen spelen — bij **{venue}** tot **{time}** — op je eigen clubpin, in de lijst van die club en in de stadslijst. Alleen leden die met **jullie allebei** verbonden zijn, zien dit — een kleinere groep dan wie ziet dat je in de club bent. {name} bevestigt apart, en er wordt niets getoond totdat {name} dat ook heeft gedaan. Stop er op elk moment mee met één tik. Het is optioneel — sla je het over, dan blijft je ""in de club""-status (als je die hebt) precies zoals hij is. Nog iets: bevestigen vervangt je huidige ""in de club""-status — die stopt op het moment dat je hier bevestigt. Je kunt namelijk maar op één plek tegelijk zijn.","","{name}; {time}; {venue}",""
"web-app","availability.playingNoticeBodyGuest","Confirming shows you and **{name}** playing together, at **{venue}** until **{time}** — on the City list, to members connected to **both of you**. You won't get a pin at {venue} — that's {name}'s club, not yours. {name} confirms separately, and nothing shows until they have too. End it in one tap, any time. It's optional — skip it and your own ""in the club"" status (if you have one) stays exactly as it is. One more thing: confirming replaces any ""in the club"" status you currently have — it ends the moment you confirm here. You can only be in one place at a time.","Bevestigen laat zien dat jij en **{name}** samen spelen — bij **{venue}** tot **{time}** — in de stadslijst, voor leden die met **jullie allebei** verbonden zijn. Je krijgt geen pin bij {venue} — die club is van {name}, niet van jou. {name} bevestigt apart, en er wordt niets getoond totdat {name} dat ook heeft gedaan. Stop er op elk moment mee met één tik. Het is optioneel — sla je het over, dan blijft je ""in de club""-status (als je die hebt) precies zoals hij is. Nog iets: bevestigen vervangt je huidige ""in de club""-status — die stopt op het moment dat je hier bevestigt. Je kunt namelijk maar op één plek tegelijk zijn.","","{name}; {time}; {venue}",""
"web-app","availability.playingReminderOwner","On your club pin and the City list, to connections of both of you. End it anytime.","Op je clubpin en in de stadslijst, voor wie met jullie allebei verbonden is. Stop op elk moment.","","",""
"web-app","availability.playingReminderGuest","On the City list only, to connections of both of you. End it anytime.","Alleen in de stadslijst, voor wie met jullie allebei verbonden is. Stop op elk moment.","","",""
"web-app","availability.confirmPlayingButton","Confirm you're playing","Spelen bevestigen","","",""
"web-app","availability.playingStatusLabel","Playing with {name} at {venue} until {time}","Speelt met {name} bij {venue} tot {time}","","{name}; {time}; {venue}",""
"web-app","availability.playingStatusLabelA11y","Playing with {name} at {venue} until {time}","Speelt met {name} bij {venue} tot {time}","","{name}; {time}; {venue}",""
"web-app","availability.waitingForPartner","You've confirmed. Waiting for {name} to confirm too.","Je hebt bevestigd. Wachten op bevestiging van {name}.","","{name}",""
"web-app","availability.endPlayingButton","We're done","Klaar","","",""
"web-app","availability.stillPlayingButton","Still playing","Doorspelen","","",""
"web-app","venue.playingUntil","Playing with {name} until {time}","Speelt met {name} tot {time}","","{name}; {time}",""
"web-app","availability.playingFallback","Playing at {venue} until {time}","","","{time}; {venue}",""
"web-app","venue.playingFallback","Playing until {time}","","","{time}",""
"web-app","connections.sentHeading","Sent requests","Verzonden verzoeken","","",""
"web-app","connections.awaitingReply","Waiting for a reply","Wacht op antwoord","","",""
"web-app","connections.withdraw","Withdraw","Intrekken","","",""
"web-app","connections.remove","Remove","Verwijderen","","",""
"web-app","connections.removeConfirm","Remove connection","Connectie verwijderen","","",""
"web-app","connections.removeExplain","You'll lose each other's contact details, and any address shared for a game.","Jullie verliezen elkaars contactgegevens, en een adres dat voor een partij is gedeeld.","","",""
"web-app","connections.playNowConfirmTitle","Play now at {place}?","Nu spelen bij {place}?","","{place}",""
"web-app","connections.playNowChangePlace","Choose a different place","Een andere plek kiezen","","",""
"web-app","blocked.title","Blocked players","Geblokkeerde spelers","","",""
"web-app","blocked.unblock","Unblock","Deblokkeren","","",""
"web-app","blocked.explain","Blocked players can't see you on the map and can't contact you. They aren't told.","Geblokkeerde spelers zien je niet op de kaart en kunnen geen contact opnemen. Ze krijgen geen melding.","","",""
"web-app","locationShares.title","Who has my address","Wie heeft mijn adres","","",""
"web-app","locationShares.empty","Nobody has your exact address right now.","Op dit moment heeft niemand je exacte adres.","","",""
"web-app","locationShares.footer","These players can see your exact address. You share it for a set time, and can stop sooner.","Deze spelers zien je exacte adres. Je deelt het voor een beperkte tijd en kunt eerder stoppen.","","",""
"web-app","locationShares.ends","Ends {relative} · {absolute}","Eindigt {relative} · {absolute}","","{absolute}; {relative}",""
"web-app","locationShares.noExpiry","No end time","Geen eindtijd","","",""
"web-app","locationShares.stopSharing","Stop sharing","Niet meer delen","","",""
"web-app","locationShares.stopped","You stopped sharing your address.","Je deelt je adres niet meer.","","",""
"web-app","clubs.venueWarning","Add a public pool club — not a home or private address.","Voeg een openbare poolclub toe — geen woning of privéadres.","","",""
"web-app","onboarding.finishLater","Finish later","Later afmaken","","",""
"web-app","onboarding.next","Next","Volgende","","",""
"web-app","onboarding.stepCount","{current} of {total}","{current} van {total}","","{current}; {total}",""
"web-app","onboarding.stepCountA11y","Question {current} of {total}","Vraag {current} van {total}","","{current}; {total}",""
"web-app","onboarding.rackDoneA11y","All {total} answered","Alle {total} beantwoord","","{total}",""
"web-app","onboarding.name.q","What name do you play under?","Onder welke naam speel je?","","",""
"web-app","onboarding.name.why","This is the name on your row in a club's list, and the name other players search by.","Dit is de naam op je regel in de lijst van een club, en de naam waarop andere spelers zoeken.","","",""
"web-app","onboarding.name.label","Your name","Je naam","","",""
"web-app","onboarding.name.hint","One word is fine — plenty of players here go by a handle.","Eén woord is prima — veel spelers hier gebruiken een bijnaam.","","",""
"web-app","onboarding.firstLast.q","What's your first and last name?","Wat zijn je voor- en achternaam?","","",""
"web-app","onboarding.firstLast.why","Helps us prepare for a possible future ratings lookup and for sorting the player list by name. Other members can see it, like the rest of your profile.","Helpt ons ons voor te bereiden op een mogelijke toekomstige ratingopzoekfunctie en op het sorteren van de spelerslijst op naam. Andere leden kunnen dit zien, net als de rest van je profiel.","","",""
"web-app","onboarding.firstLast.firstLabel","First name","Voornaam","","",""
"web-app","onboarding.firstLast.lastLabel","Last name","Achternaam","","",""
"web-app","onboarding.firstLast.hint","This is separate from the name you play under — your display name doesn't change.","Dit staat los van de naam waaronder je speelt — je weergavenaam verandert niet.","","",""
"web-app","onboarding.city.q","Which country and town do you play in?","In welk land en welke plaats speel je?","","",""
"web-app","onboarding.city.why","Players filter the map by country and town. Without yours, you're hard to find.","Spelers filteren de kaart op land en plaats. Zonder die van jou ben je moeilijk te vinden.","","",""
"web-app","onboarding.club.q","Which club do you play at?","Bij welke club speel je?","","",""
"web-app","onboarding.club.why","Your name goes on that club's list — the same list you see when you open a club on the map.","Je naam komt op de lijst van die club — dezelfde lijst die je ziet als je op de kaart een club opent.","","",""
"web-app","onboarding.club.notListedBody","Clubs are added by the community, so yours may not be here yet. Add it and we'll check it — it goes on the map once it's approved.","Clubs worden door de community toegevoegd, dus die van jou staat er misschien nog niet bij. Voeg hem toe, dan bekijken wij hem — zodra hij is goedgekeurd, staat hij op de kaart.","","",""
"web-app","onboarding.club.exitHint","Not sure yet? Finish later","Nog niet zeker? Later afmaken","","",""
"web-app","clubs.errorFailed","Couldn't add that club just now. Try again.","Die club kon nu even niet worden toegevoegd. Probeer het opnieuw.","","",""
"web-app","clubs.errorRejected","{venue} wasn't added to the map. Pick a club that's already on the map instead.","{venue} is niet op de kaart gezet. Kies in plaats daarvan een club die al op de kaart staat.","","{venue}",""
"web-app","clubs.errorCap","Three clubs is the limit. Remove one first, then you can add this one.","Drie clubs is het maximum. Verwijder er eerst een, dan kun je deze toevoegen.","","",""
"web-app","clubs.errorDuplicate","You've already got that club. Search for another one if you play somewhere else too.","Die club heb je al. Zoek een andere als je ook ergens anders speelt.","","",""
"web-app","onboarding.payoff.headline","You're on the list at {venue}","Je staat op de lijst bij {venue}","","{venue}",""
"web-app","onboarding.payoff.headlineFirst","You're first on the list at {venue}","Jij bent de eerste op de lijst bij {venue}","","{venue}",""
"web-app","onboarding.payoff.seat","Players who add this club appear here.","Spelers die deze club toevoegen, verschijnen hier.","","",""
"web-app","onboarding.payoff.toggleCaption","Turn it on and your row here reads Ready to play. So does your public profile, which anyone with the link can open, signed in or not. You're on the list either way.","Zet je dit aan, dan staat er op je regel hier Klaar om te spelen. Op je openbare profiel ook — dat kan iedereen met de link openen, ingelogd of niet. Op de lijst sta je hoe dan ook.","","",""
"web-app","onboarding.payoff.andMore","and {count} more","en nog {count}","","{count}",""
"web-app","onboarding.payoff.rosterFailed","Couldn't load the rest of the list.","De rest van de lijst kon niet worden geladen.","","",""
"web-app","onboarding.payoff.toggleFailed","Couldn't change that just now. Try again.","Dat lukte nu even niet. Probeer het opnieuw.","","",""
"web-app","onboarding.pending.headline","Thanks — we'll check {venue}","Bedankt — we bekijken {venue}","","{venue}",""
"web-app","onboarding.pending.body","It's on your clubs already. Once it's approved, the club goes on the map and your name is on its list. Until then, you're not on any club's list.","Hij staat al bij jouw clubs. Zodra hij is goedgekeurd, komt de club op de kaart en staat je naam op de lijst. Tot die tijd sta je op geen enkele clublijst.","","",""
"web-app","onboarding.pending.whereToCheck","You can check on it any time under Clubs on your profile.","Je kunt het altijd bekijken onder Clubs in je profiel.","","",""
"web-app","onboarding.payoff.toggleCaptionPending","Turn it on and your name carries Ready to play in player search and on your public profile, which anyone with the link can open, signed in or not.","Zet je dit aan, dan staat Klaar om te spelen bij je naam in het zoeken naar spelers en op je openbare profiel — dat kan iedereen met de link openen, ingelogd of niet.","","",""
"web-app","onboarding.rejected.headlineOne","{venue} wasn't added to the map","{venue} is niet op de kaart gezet","","{venue}",""
"web-app","onboarding.rejected.headlineMany","{count} of your clubs weren't added to the map","{count} van je clubs zijn niet op de kaart gezet","","{count}",""
"web-app","onboarding.rejected.body","It's still on your profile, but you're not on any club's list. Pick a club that's already on the map and you're on its list straight away.","Hij staat nog in je profiel, maar je staat op geen enkele clublijst. Kies een club die al op de kaart staat, dan sta je meteen op de lijst.","","",""
"web-app","onboarding.rejected.bodyMany","They're still on your profile, but you're not on any club's list. Pick a club that's already on the map and you're on its list straight away.","Ze staan nog in je profiel, maar je staat op geen enkele clublijst. Kies een club die al op de kaart staat, dan sta je meteen op de lijst.","","",""
"web-app","onboarding.rejected.reason","Reason: {reason}","Reden: {reason}","","{reason}",""
"web-app","onboarding.rejected.removeConfirm","Remove {venue} from your clubs?","{venue} uit je clubs verwijderen?","","{venue}",""
"web-app","onboarding.rejected.removeExplain","This takes it off your profile. Nothing else changes.","Daarmee verdwijnt hij uit je profiel. Verder verandert er niets.","","",""
"web-app","onboarding.cuescore.title","Play on CueScore?","Speel je op CueScore?","","",""
"web-app","onboarding.cuescore.replaceNotice","Your CueScore name and photo become your 8nOut name and photo.","Je CueScore-naam en -foto worden je naam en foto op 8nOut.","","",""
"web-app","onboarding.cuescore.linkedChip","CueScore linked","CueScore gekoppeld","","",""
"web-app","onboarding.cuescore.replacedName","You're {name} now","Je bent nu {name}","","{name}",""
"web-app","onboarding.cuescore.replacedBody","That's the name on your row, in player search, and on your profile.","Dat is voortaan de naam op je regel, in het zoeken naar spelers en op je profiel.","","",""
"web-app","onboarding.playsAt.title","Where do you usually play?","Waar speel je meestal?","","",""
"web-app","onboarding.playsAt.club","At a club","Bij een club","","",""
"web-app","onboarding.playsAt.home","At home","Thuis","","",""
"web-app","onboarding.playsAt.both","Both","Allebei","","",""
"web-app","onboarding.playsAt.notice","Helps us decide whether to build a home-table feature. It's private, and skipping changes nothing else about your account. If you already have one, it stays visible to your connections only — never public.","Helpt ons te beslissen of we een functie voor een eigen tafel moeten bouwen. Dit blijft privé, en overslaan verandert verder niets aan je account. Heb je er al een, dan blijft die alleen zichtbaar voor je connecties — nooit openbaar.","","",""
"web-app","onboarding.playsAt.save","Save","Opslaan","","",""
"web-app","onboarding.playsAt.skip","Skip for now","Nu overslaan","","",""
"web-app","onboarding.banner.title","Finish setting up","Profiel afmaken","","",""
"web-app","onboarding.banner.missing.name","Without a name, nobody can tell who you are in a club's list or in search.","Zonder naam kan niemand zien wie je bent in een clublijst of in het zoeken.","","",""
"web-app","onboarding.banner.missing.firstLast","Without your first and last name, you won't be included when ratings lookup and name-based sorting are ready.","Zonder je voor- en achternaam doe je niet mee zodra de ratingopzoekfunctie en het sorteren op naam klaar zijn.","","",""
"web-app","onboarding.banner.missing.club","You're not on any club's list yet, so nobody finds you when they open a club on the map.","Je staat nog op geen enkele clublijst, dus niemand vindt je als iemand op de kaart een club opent.","","",""
"web-app","onboarding.banner.cta.name","Add your name","Naam toevoegen","","",""
"web-app","onboarding.banner.cta.firstLast","Add your full name","Volledige naam toevoegen","","",""
"web-app","onboarding.banner.cta.city","Add your town","Plaats toevoegen","","",""
"web-app","onboarding.banner.notNow","Not now","Niet nu","","",""
"web-app","onboarding.banner.quiet","Setup unfinished","Instellen niet afgerond","","",""
"web-app","onboarding.banner.quietCta","Finish","Afmaken","","",""
"web-app","onboarding.banner.rejectedCta","Find your club","Zoek je club","","",""
"web-app","help.title","Help","Help","","",""
"web-app","help.search","Search help…","Zoek in de help…","","",""
"web-app","help.noResults","No answers for ""{q}""","Geen antwoorden voor ""{q}""","","{q}",""
"web-app","help.noResultsSub","Try another word, or write to us.","Probeer een ander woord, of schrijf ons.","","",""
"web-app","help.allHelp","All help","Terug naar Help","","",""
"web-app","help.related","Related","Zie ook","","",""
"web-app","help.englishShots","These screenshots are in English. Your app itself is in whichever language you've chosen.","","","",""
"web-app","help.stillStuck","Still stuck?","Kom je er niet uit?","","",""
"web-app","help.emailUs","Email us","Mail ons","","",""
"web-app","help.heading","How can we help?","","","",""
"web-app","help.subline","Short answers to the questions players ask most.","","","",""
"web-app","help.empty","No answers are published yet.","","","",""
"web-app","account.signedInWith","Signed in with","Ingelogd met","","",""
"web-app","receipts.notice.title","Read receipts are here","Leesbevestigingen zijn er","","",""
"web-app","receipts.notice.sectionA.kicker","How it works","","","",""
