"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","admin.consoleLink","Moderator console","","","",""
"web-app","admin.notFound","Page not found","","","",""
"web-app","admin.notFoundBody","The page you're looking for doesn't exist.","","","",""
"web-app","admin.brand","8nOut","","","",""
"web-app","admin.pill","Admin","","","",""
"web-app","admin.role.moderator","Moderator","","","",""
"web-app","admin.nav.section","Moderation","","","",""
"web-app","admin.nav.overview","Overview","","","",""
"web-app","admin.nav.venues","Venue queue","","","",""
"web-app","admin.nav.reports","Reports","","","",""
"web-app","admin.back","Back to 8nOut","","","",""
"web-app","admin.refresh","Refresh","","","",""
"web-app","admin.loading","Loading…","","","",""
"web-app","admin.error","Couldn't load this right now — try refresh.","","","",""
"web-app","admin.overview.title","Overview","","","",""
"web-app","admin.overview.subtitle","The map at a glance","","","",""
"web-app","admin.stat.players","Players","","","",""
"web-app","admin.stat.venuesLive","Venues live","","","",""
"web-app","admin.stat.signups","Sign-ups","","","",""
"web-app","admin.stat.openReports","Open reports","","","",""
"web-app","admin.stat.per7days","/ 7 days","","","",""
"web-app","admin.stat.newThisWeek","{count} this week","","","{count}",""
"web-app","admin.stat.pendingReview.one","1 pending review","","","",""
"web-app","admin.stat.pendingReview.other","{count} pending review","","","{count}",""
"web-app","admin.stat.noPending","None pending","","","",""
"web-app","admin.stat.needsReview","needs review","","","",""
"web-app","admin.stat.allClear","All clear","","","",""
"web-app","admin.stat.goToVenues","Go to the venue queue","","","",""
"web-app","admin.stat.goToReports","Go to reports","","","",""
"web-app","admin.stat.onlineNow","Online now","","","",""
"web-app","admin.stat.active24h","Active 24h","","","",""
"web-app","admin.stat.onlineNowSub","In the last 10 min","","","",""
"web-app","admin.stat.active24hSub","In the last 24 hours","","","",""
"web-app","admin.overview.attnVenues.one","1 venue awaiting review","","","",""
"web-app","admin.overview.attnVenues.other","{count} venues awaiting review","","","{count}",""
"web-app","admin.overview.attnReports.one","1 open report","","","",""
"web-app","admin.overview.attnReports.other","{count} open reports","","","{count}",""
"web-app","admin.overview.attnSub","Pending your review","","","",""
"web-app","admin.overview.review","Review →","","","",""
"web-app","admin.overview.recent","Recent activity","","","",""
"web-app","admin.overview.recentNote","Latest first","","","",""
"web-app","admin.overview.recentEmpty","No recent activity.","","","",""
"web-app","admin.overview.recentPlayers","Players","","","",""
"web-app","admin.overview.recentVenues","Venues","","","",""
"web-app","admin.overview.recentPlayersEmpty","No recent player activity.","","","",""
"web-app","admin.overview.recentVenuesEmpty","No recent venue activity.","","","",""
"web-app","admin.overview.recentError","Couldn't load activity.","","","",""
"web-app","admin.overview.loadMore","Load more","","","",""
"web-app","admin.overview.kindAll","All","","","",""
"web-app","admin.overview.kindPlayer","Player","","","",""
"web-app","admin.overview.kindVenue","Venue","","","",""
"web-app","admin.overview.kindReport","Report","","","",""
"web-app","admin.overview.allClearTitle","You're all caught up","","","",""
"web-app","admin.overview.allClearSub","Nothing waiting for review and no open reports.","","","",""
"web-app","admin.overview.funnel.title","Onboarding funnel","","","",""
"web-app","admin.overview.funnel.note","Read-only","","","",""
"web-app","admin.overview.funnel.windowAll","All time","","","",""
"web-app","admin.overview.funnel.window90","Last 90 days","","","",""
"web-app","admin.overview.funnel.window30","Last 30 days","","","",""
"web-app","admin.overview.funnel.cohort","{total} signed up in this window · {mature} old enough to count (7+ days) · {completed} completed onboarding","","","{completed}; {mature}; {total}",""
"web-app","admin.overview.funnel.cohortEmpty","{total} signed up in this window","","","{total}",""
"web-app","admin.overview.funnel.timeTitle","Time to complete","","","",""
"web-app","admin.overview.funnel.timeMeta","based on {completed} completions","","","{completed}",""
"web-app","admin.overview.funnel.avgLabel","Average","","","",""
"web-app","admin.overview.funnel.medianLabel","Median","","","",""
"web-app","admin.overview.funnel.bucketUnder5m","<5m","","","",""
"web-app","admin.overview.funnel.bucket5to30m","5–30m","","","",""
"web-app","admin.overview.funnel.bucket30mTo2h","30m–2h","","","",""
"web-app","admin.overview.funnel.bucket2hTo24h","2h–24h","","","",""
"web-app","admin.overview.funnel.bucket1to7d","1–7d","","","",""
"web-app","admin.overview.funnel.bucketOver7d","7d+","","","",""
"web-app","admin.overview.funnel.fillTitle","Per-step fill rate","","","",""
"web-app","admin.overview.funnel.fillMeta","of {mature} mature members","","","{mature}",""
"web-app","admin.overview.funnel.fillEmpty","No members in this window yet.","","","",""
"web-app","admin.overview.funnel.stepName","Name","","","",""
"web-app","admin.overview.funnel.stepCity","City","","","",""
"web-app","admin.overview.funnel.stepClub","Club","","","",""
"web-app","admin.overview.funnel.stepCuescore","CueScore","","","",""
"web-app","admin.overview.funnel.avoidTitle","Prompt avoidance","","","",""
"web-app","admin.overview.funnel.avoidMeta","of {mature} mature members","","","{mature}",""
"web-app","admin.overview.funnel.dismiss0","Never dismissed","","","",""
"web-app","admin.overview.funnel.dismiss1","Dismissed once","","","",""
"web-app","admin.overview.funnel.dismiss2","Dismissed twice","","","",""
"web-app","admin.overview.funnel.dismiss3plus","Dismissed 3+ times","","","",""
"web-app","admin.overview.funnel.avoidSub","avg {n} dismissals per member · {snoozed} currently snoozed","","","{n}; {snoozed}",""
"web-app","admin.overview.funnel.suppressedTag","Hidden — sample too small","","","",""
"web-app","admin.overview.funnel.suppressedTitle","Not enough data yet","","","",""
"web-app","admin.overview.funnel.suppressedTime.one","Only 1 member completed onboarding in this window — showing an exact time here could point to a specific person, so it stays hidden until there's more data.","","","",""
"web-app","admin.overview.funnel.suppressedTime.other","Only {count} members completed onboarding in this window — showing an exact time here could point to a specific person, so it stays hidden until there's more data.","","","{count}",""
"web-app","admin.overview.funnel.suppressedAvoid.one","Only 1 member in this window is old enough to count — not enough to show dismissal patterns without pointing at someone specific.","","","",""
"web-app","admin.overview.funnel.suppressedAvoid.other","Only {count} members in this window are old enough to count — not enough to show dismissal patterns without pointing at someone specific.","","","{count}",""
"web-app","admin.overview.funnel.error","Couldn't load the onboarding funnel.","","","",""
"web-app","admin.activity.venueApproved","{name} approved — live on the map","","","{name}",""
"web-app","admin.activity.venueRejected","{name} rejected","","","{name}",""
"web-app","admin.activity.venueModerated","{name} moderated","","","{name}",""
"web-app","admin.activity.venueSubmitted","New venue submitted: {name}","","","{name}",""
"web-app","admin.activity.playerJoined","New player: {name}","","","{name}",""
"web-app","admin.activity.reportFiled","Report filed — {reason}","","","{reason}",""
"web-app","admin.activity.by","by {name}","","","{name}",""
"web-app","admin.venues.title","Venue queue","","","",""
"web-app","admin.venues.subtitle.one","1 awaiting review · newest first","","","",""
"web-app","admin.venues.subtitle.other","{count} awaiting review · newest first","","","{count}",""
"web-app","admin.venues.subtitleEmpty","0 awaiting review","","","",""
"web-app","admin.venues.emptyTitle","Nothing to review — nice.","","","",""
"web-app","admin.venues.emptySub","New venue submissions land here the moment a player adds one. You're all caught up.","","","",""
"web-app","admin.venues.loadError","Couldn't load the venue queue — try refresh.","","","",""
"web-app","admin.venue.pendingReview","Pending review","","","",""
"web-app","admin.venue.geocodedAddress","Geocoded address","","","",""
"web-app","admin.venue.submittedAs","Submitted as: {text}","","","{text}",""
"web-app","admin.venue.submittedBy","by {name}","","","{name}",""
"web-app","admin.venue.submittedAgo","Submitted {ago}","","","{ago}",""
"web-app","admin.venue.cuescore","Imported from CueScore","","","",""
"web-app","admin.venue.approve","Approve & publish","","","",""
"web-app","admin.venue.reject","Reject…","","","",""
"web-app","admin.venue.editName","Edit","","","",""
"web-app","admin.venue.editNameAria","Edit venue name","","","",""
"web-app","admin.venue.nameInputLabel","Venue name","","","",""
"web-app","admin.venue.saveName","Save","","","",""
"web-app","admin.venue.cancelEdit","Cancel","","","",""
"web-app","admin.venue.safety.residential","Looks residential","","","",""
"web-app","admin.venue.safety.residentialSub","This reads like a private home. A home table belongs on a profile (connections-only), not the public venue map.","","","",""
"web-app","admin.venue.safety.business","Reads as a business","","","",""
"web-app","admin.venue.safety.businessSub","This reads like a public venue. Approving publishes it to the map right away.","","","",""
"web-app","admin.venue.safety.neutral","No strong signal","","","",""
"web-app","admin.venue.safety.neutralSub","The place-class isn't conclusive — check the map and address before deciding.","","","",""
"web-app","admin.venue.viewOsm","View on OpenStreetMap","","","",""
"web-app","admin.venue.osmShort","OSM ↗","","","",""
"web-app","admin.venue.mapUnavailable","Map unavailable","","","",""
"web-app","admin.venue.websiteLabel","Website","","","",""
"web-app","admin.venue.openWebsite","Open ↗","","","",""
"web-app","admin.venue.websiteReviewNote","We haven't checked where this leads — including whether it promotes money games. Open it and judge for yourself before you approve.","","","",""
"web-app","admin.venue.websiteReviewNoteShort","We haven't checked where this leads — open it before you approve.","","","",""
"web-app","admin.venue.edit.websiteLabel","Website URL","","","",""
"web-app","admin.venue.edit.websiteHint","Paste the club's website or Facebook page, or leave blank to clear it.","","","",""
"web-app","admin.venue.completenessTitle","Completeness","","","",""
"web-app","admin.venue.completeness.address","Address","","","",""
"web-app","admin.venue.completeness.city","City","","","",""
"web-app","admin.venue.completeness.country","Country","","","",""
"web-app","admin.venue.completeness.logo","Logo","","","",""
"web-app","admin.venue.completeness.website","Website","","","",""
"web-app","admin.reject.title","Reason for rejection","","","",""
"web-app","admin.reject.dsa","shown to submitter · DSA Art. 17","","","",""
"web-app","admin.reject.sub","The submitter will see this on their submission. Keep it factual and kind.","","","",""
"web-app","admin.reject.placeholder","Explain why this can't go on the map…","","","",""
"web-app","admin.reject.chip.privateResidence","Private residence","","","",""
"web-app","admin.reject.chip.notAVenue","Not a public venue","","","",""
"web-app","admin.reject.chip.closedOrWrong","Closed / wrong details","","","",""
"web-app","admin.reject.chip.duplicate","Duplicate","","","",""
"web-app","admin.reject.chip.other","Other…","","","",""
"web-app","admin.reject.cancel","Cancel","","","",""
"web-app","admin.reject.send","Send rejection","","","",""
"web-app","admin.reject.prefill.privateResidence","This looks like a private home. 8nOut only maps public pool venues — you can add your home table on your profile instead, where it stays visible to your connections only.","","","",""
"web-app","admin.reject.prefill.notAVenue","This doesn't look like a public pool venue, so it can't go on the map.","","","",""
"web-app","admin.reject.prefill.closedOrWrong","These details look closed or incorrect, so this can't go on the map right now.","","","",""
"web-app","admin.reject.prefill.duplicate","This venue is already on the map, so this submission is a duplicate.","","","",""
"web-app","admin.reports.title","Reports","","","",""
"web-app","admin.reports.subtitle.one","1 open · oldest first","","","",""
"web-app","admin.reports.subtitle.other","{count} open · oldest first","","","{count}",""
"web-app","admin.reports.subtitleEmpty","0 open","","","",""
"web-app","admin.reports.emptyTitle","No open reports.","","","",""
"web-app","admin.reports.emptySub","The community's behaving. New reports show up here.","","","",""
"web-app","admin.reports.loadError","Couldn't load reports — try refresh.","","","",""
"web-app","admin.report.kind.venue","Venue","","","",""
"web-app","admin.report.kind.player","Player","","","",""
"web-app","admin.report.kind.photo","Photo","","","",""
"web-app","admin.report.kind.report","Report","","","",""
"web-app","admin.report.reportedBy","reported by {name} · {ago}","","","{ago}; {name}",""
"web-app","admin.report.liveOnMap","Live on map","","","",""
"web-app","admin.report.venuePending","Pending","","","",""
"web-app","admin.report.venueRejected","Already rejected","","","",""
"web-app","admin.report.photoBy","Photo by {name}","","","{name}",""
"web-app","admin.report.takedown","Take down venue…","","","",""
"web-app","admin.report.dismiss","Dismiss","","","",""
"web-app","admin.report.markActioned","Mark actioned","","","",""
"web-app","admin.report.actionedNote","Marks the report resolved. It does not delete the photo.","","","",""
"web-app","admin.report.noDetail","No note added.","","","",""
"web-app","admin.reason.harassment","Harassment","","","",""
"web-app","admin.reason.spam","Spam","","","",""
"web-app","admin.reason.inappropriatePhoto","Inappropriate photo","","","",""
"web-app","admin.reason.fakeProfile","Fake profile","","","",""
"web-app","admin.reason.privateResidence","Private residence","","","",""
"web-app","admin.reason.notAVenue","Not a public venue","","","",""
"web-app","admin.reason.closedOrWrong","Closed / wrong details","","","",""
"web-app","admin.reason.other","Other","","","",""
"web-app","admin.reason.moneyPlaySolicitation","Money-play solicitation","","","",""
"web-app","admin.report.kind.message","Message","","","",""
"web-app","admin.report.openWindow","Open message window…","","","",""
"web-app","admin.report.noBody","The message text is never shown here. Open the logged window to read it.","","","",""
"web-app","admin.report.target24","24h target","","","",""
"web-app","admin.report.target48","48h target","","","",""
"web-app","admin.report.overdue","Past target","","","",""
"web-app","admin.window.title","Message window","","","",""
"web-app","admin.window.readOnly","Read-only","","","",""
"web-app","admin.window.loggedNote","Opening this window is recorded — who, when, and which messages were returned — so message access stays accountable.","","","",""
"web-app","admin.window.bounds","Shows the reported message and up to 5 messages either side, within 24 hours of it — this conversation only.","","","",""
"web-app","admin.window.reported","Reported message","","","",""
"web-app","admin.window.deletedTag","Deleted by sender","","","",""
"web-app","admin.window.cardRow","Challenge card","","","",""
"web-app","admin.window.deletedMember","Deleted member","","","",""
"web-app","admin.window.closedReport","This report is decided. Re-open it to view the window — re-opening is recorded.","","","",""
"web-app","admin.window.purgedAnchor","This message no longer exists — the attempt was still logged.","","","",""
"web-app","admin.hold.place","Place hold…","","","",""
"web-app","admin.hold.reasonLabel","Reason (recorded)","","","",""
"web-app","admin.hold.confirm","Place hold","","","",""
"web-app","admin.hold.held","On hold","","","",""
"web-app","admin.hold.heldUntil","On hold · expires {date}","","","{date}",""
"web-app","admin.hold.extend","Extend as H2…","","","",""
"web-app","admin.hold.autoPlaced","H1 hold — automatic","","","",""
"web-app","admin.hold.release","Release hold…","","","",""
"web-app","admin.hold.releaseReasonLabel","Reason for release (recorded)","","","",""
"web-app","admin.hold.releaseConfirm","Release hold","","","",""
"web-app","admin.toast.holdPlaced","Hold placed","","","",""
"web-app","admin.toast.holdReleased","Hold released","","","",""
"web-app","admin.toast.published","Published to the map","","","",""
"web-app","admin.toast.rejected","Rejection sent","","","",""
"web-app","admin.toast.takendown","Taken down","","","",""
"web-app","admin.toast.dismissed","Report dismissed","","","",""
"web-app","admin.toast.actioned","Report marked actioned","","","",""
"web-app","admin.toast.error","Something went wrong — try again.","","","",""
"web-app","admin.time.justNow","just now","","","",""
"web-app","admin.time.minutesAgo","{count}m ago","","","{count}",""
"web-app","admin.time.hoursAgo","{count}h ago","","","{count}",""
"web-app","admin.time.daysAgo","{count}d ago","","","{count}",""
"web-app","admin.nav.members","Members","","","",""
"web-app","admin.roles.title","Members","","","",""
"web-app","admin.roles.subtitle","Search members and manage roles","","","",""
"web-app","admin.roles.searchPlaceholder","Search by name…","","","",""
"web-app","admin.roles.you","You","","","",""
"web-app","admin.roles.changeRoleFor","Change role for {name}","","","{name}",""
"web-app","admin.roles.role.owner","Owner","","","",""
"web-app","admin.roles.role.moderator_1","Moderator 1","","","",""
"web-app","admin.roles.role.moderator_2","Moderator 2","","","",""
"web-app","admin.roles.role.player","Player","","","",""
"web-app","admin.roles.save","Save","","","",""
"web-app","admin.roles.toast.saved","Role updated","","","",""
"web-app","admin.roles.err.lastOwner","You can't change the last owner — promote another owner first.","","","",""
"web-app","admin.roles.emptyTitle","No members found","","","",""
"web-app","admin.roles.emptySub","No one matches that search. Try a different name.","","","",""
"web-app","admin.nav.venuesManage","Venues","","","",""
"web-app","admin.venuesManage.title","All venues","","","",""
"web-app","admin.venuesManage.subtitle","Search, edit, merge and remove venues — every status","","","",""
"web-app","admin.venuesManage.searchPlaceholder","Search name, address or city…","","","",""
"web-app","admin.venuesManage.filter.all","All","","","",""
"web-app","admin.venuesManage.filter.pending","Pending","","","",""
"web-app","admin.venuesManage.filter.approved","Live","","","",""
"web-app","admin.venuesManage.filter.rejected","Rejected","","","",""
"web-app","admin.venuesManage.status.pending","Pending","","","",""
"web-app","admin.venuesManage.status.approved","Live","","","",""
"web-app","admin.venuesManage.status.rejected","Rejected","","","",""
"web-app","admin.venuesManage.showing.one","1 venue","","","",""
"web-app","admin.venuesManage.showing.other","{count} venues","","","{count}",""
"web-app","admin.venuesManage.loadMore","Load more","","","",""
"web-app","admin.venuesManage.emptyTitle","No venues here","","","",""
"web-app","admin.venuesManage.emptySub","Nothing matches that filter or search. Try a different one.","","","",""
"web-app","admin.venuesManage.loadError","Couldn't load venues — try refresh.","","","",""
"web-app","admin.venuesManage.view","View","","","",""
"web-app","admin.venuesManage.hide","Hide","","","",""
"web-app","admin.venuesManage.edit","Edit","","","",""
"web-app","admin.venuesManage.merge","Merge…","","","",""
"web-app","admin.venuesManage.remove","Remove…","","","",""
"web-app","admin.venuesManage.toast.saved","Venue updated","","","",""
"web-app","admin.venuesManage.toast.removed","Venue removed","","","",""
"web-app","admin.venuesManage.toast.merged","Venues merged","","","",""
"web-app","admin.venue.sourcedCuescore","Sourced from CueScore","","","",""
"web-app","admin.venue.cuescoreLinked","CueScore","","","",""
"web-app","admin.venue.clubCount.one","1 club","","","",""
"web-app","admin.venue.clubCount.other","{count} clubs","","","{count}",""
"web-app","admin.venue.edit.title","Edit venue","","","",""
"web-app","admin.venue.edit.nameLabel","Name","","","",""
"web-app","admin.venue.edit.logoLabel","Logo URL","","","",""
"web-app","admin.venue.edit.logoPlaceholder","https://…","","","",""
"web-app","admin.venue.edit.logoHint","Paste an image URL, or leave blank for no logo.","","","",""
"web-app","admin.venue.edit.save","Save","","","",""
"web-app","admin.venue.edit.cancel","Cancel","","","",""
"web-app","admin.venue.merge.title","Merge into another venue","","","",""
"web-app","admin.venue.merge.intro","Pick the canonical venue to fold “{name}” into. Its clubs move over and “{name}” is retired.","","","{name}",""
"web-app","admin.venue.merge.searchPlaceholder","Search live venues…","","","",""
"web-app","admin.venue.merge.noTarget","No live venues match — try another search.","","","",""
"web-app","admin.venue.merge.confirmSub","Every club on “{from}” moves to “{into}”, and “{from}” becomes rejected. This can't be undone.","","","{from}; {into}",""
"web-app","admin.venue.merge.button","Merge venues","","","",""
"web-app","admin.venue.merge.back","Back","","","",""
"web-app","admin.venue.merge.cancel","Cancel","","","",""
"web-app","admin.cuescore.addButton","Add via CueScore","","","",""
"web-app","admin.cuescore.title","Add a venue from CueScore","","","",""
"web-app","admin.cuescore.intro","Paste a CueScore venue link. We read it once and prefill a submission for you to review — it still goes through moderation.","","","",""
"web-app","admin.cuescore.urlPlaceholder","https://cuescore.com/venue/…","","","",""
"web-app","admin.cuescore.urlLabel","CueScore venue link","","","",""
"web-app","admin.cuescore.lookup","Look up","","","",""
"web-app","admin.cuescore.looking","Reading…","","","",""
"web-app","admin.cuescore.close","Close","","","",""
"web-app","admin.cuescore.back","Back","","","",""
"web-app","admin.cuescore.matched","Already on 8nOut","","","",""
"web-app","admin.cuescore.lookAnother","Look up another","","","",""
"web-app","admin.cuescore.findIt","Find it","","","",""
"web-app","admin.cuescore.nameLabel","Name","","","",""
"web-app","admin.cuescore.addressLabel","Address","","","",""
"web-app","admin.cuescore.addressHint","This becomes the club's map pin, so keep it complete and accurate.","","","",""
"web-app","admin.cuescore.add","Add for review","","","",""
"web-app","admin.cuescore.adding","Adding…","","","",""
"web-app","admin.cuescore.addAnyway","Add anyway","","","",""
"web-app","admin.cuescore.candidatesTitle","Similar venues are already on the map:","","","",""
"web-app","admin.cuescore.switchOn","CueScore reads: On","","","",""
"web-app","admin.cuescore.switchOff","CueScore reads: Off","","","",""
"web-app","admin.cuescore.switchHint","Turn all CueScore reads (venue add + match import) on or off","","","",""
"web-app","admin.cuescore.toast.on","CueScore reads enabled","","","",""
"web-app","admin.cuescore.toast.off","CueScore reads disabled","","","",""
"web-app","admin.cuescore.toast.added","Sent for review","","","",""
"web-app","admin.cuescore.err.disabled","CueScore reads are turned off right now.","","","",""
"web-app","admin.cuescore.err.rate_limited","Too many CueScore reads just now — try again later.","","","",""
"web-app","admin.cuescore.err.bad_url","No venue id in that link. Use the venue page URL — cuescore.com/venue/Club+Name/60451687 — or paste the numeric venue id on its own.","","","",""
"web-app","admin.cuescore.err.unreachable","Couldn't reach CueScore right now — try again shortly.","","","",""
"web-app","admin.cuescore.err.forbidden","You don't have permission to do that.","","","",""
"web-app","admin.cuescore.err.geocode","That address didn't match the map. Edit it above, then add again.","","","",""
"web-app","admin.cuescore.err.geocoder_unavailable","The address lookup is unavailable right now. Try again shortly.","","","",""
"web-app","suspended.title","Account suspended","Konto gesperrt","","",""
"web-app","suspended.body","Your 8nOut account has been suspended for a violation of our Terms of Service.","Dein 8nOut-Konto wurde wegen eines Verstoßes gegen unsere Nutzungsbedingungen gesperrt.","","",""
"web-app","suspended.redress","If you believe this was a mistake, you can contact us at privacy@8nout.com to ask us to review it. If you disagree with our decision, you also have the right to take the matter to court. More on this is in our Terms of Service (section 13).","Wenn du glaubst, dass dies ein Fehler war, kannst du uns unter privacy@8nout.com kontaktieren und um eine Überprüfung bitten. Wenn du mit unserer Entscheidung nicht einverstanden bist, hast du außerdem das Recht, die Angelegenheit vor Gericht zu bringen. Mehr dazu findest du in unseren Nutzungsbedingungen (Abschnitt 13).","","",""
"web-app","removed.title","Account removed","Konto entfernt","","",""
"web-app","removed.body","Your 8nOut account has been removed for a violation of our Terms of Service.","Dein 8nOut-Konto wurde wegen eines Verstoßes gegen unsere Nutzungsbedingungen entfernt.","","",""
"web-app","removed.redress","If you believe this decision was wrong, you can contact us at privacy@8nout.com. Because the account and its data have been deleted we cannot restore them, but you can still contest this decision, including before a court. More on this is in our Terms of Service (section 13).","Wenn du glaubst, dass diese Entscheidung falsch war, kannst du uns unter privacy@8nout.com kontaktieren. Da das Konto und seine Daten gelöscht wurden, können wir sie nicht wiederherstellen, aber du kannst diese Entscheidung dennoch anfechten, auch vor Gericht. Mehr dazu findest du in unseren Nutzungsbedingungen (Abschnitt 13).","","",""
"web-app","moderation.reasonLine","Reason: {reason}","Grund: {reason}","","{reason}",""
"web-app","moderation.reason.harassment","Harassment or abuse","Belästigung oder Missbrauch","","",""
"web-app","moderation.reason.spam","Spam","Spam","","",""
"web-app","moderation.reason.fakeProfile","Fake profile","Gefälschtes Profil","","",""
"web-app","moderation.reason.inappropriateContent","Inappropriate content","Unangemessene Inhalte","","",""
"web-app","moderation.reason.safetyThreat","Threats or safety concern","Drohungen oder Sicherheitsbedenken","","",""
"web-app","moderation.reason.termsViolation","Terms of Service violation","Verstoß gegen die Nutzungsbedingungen","","",""
"web-app","moderation.reason.other","Other","Sonstiges","","",""
"web-app","admin.nav.lookup","Member lookup","","","",""
"web-app","admin.report.removeMember","Remove member…","","","",""
"web-app","admin.lookup.title","Member lookup","","","",""
"web-app","admin.lookup.subtitle","Find a member to review or remove","","","",""
"web-app","admin.lookup.searchPlaceholder","Search by name or paste a member id…","","","",""
"web-app","admin.lookup.startTitle","Search for a member","","","",""
"web-app","admin.lookup.startSub","Type a name or paste a member id to look them up.","","","",""
"web-app","admin.lookup.openReports","{count} open reports","","","{count}",""
"web-app","admin.lookup.manage","Manage…","","","",""
"web-app","admin.detail.viewButton","View detail","","","",""
"web-app","admin.detail.close","Close","","","",""
"web-app","admin.detail.cancel","Cancel","","","",""
"web-app","admin.detail.open","Open detail","","","",""
"web-app","admin.detail.done","Done","","","",""
"web-app","admin.detail.reasonLead","Opening this member's details is recorded — who, when, and why — so moderator access stays accountable. Give a short reason or link an open report.","","","",""
"web-app","admin.detail.reasonLabel","Reason for viewing","","","",""
"web-app","admin.detail.reasonPlaceholder","e.g. reviewing a harassment report…","","","",""
"web-app","admin.detail.linkReportLabel","Link an open report (optional)","","","",""
"web-app","admin.detail.noReport","No linked report","","","",""
"web-app","admin.detail.suspendedBanner","This member is suspended. Contact, precise address, photos and bio were purged on suspension.","","","",""
"web-app","admin.detail.removedOnSuspension","Removed on suspension.","","","",""
"web-app","admin.detail.sec.completeness","Completeness","","","",""
"web-app","admin.detail.sec.identity","Identity","","","",""
"web-app","admin.detail.sec.bio","Bio","","","",""
"web-app","admin.detail.sec.rating","Rating & CueScore","","","",""
"web-app","admin.detail.sec.photos","Photos","","","",""
"web-app","admin.detail.sec.clubs","Clubs","","","",""
"web-app","admin.detail.sec.record","Record","","","",""
"web-app","admin.detail.sec.modActions","Moderation history","","","",""
"web-app","admin.detail.sec.reportsAbout","Reports about this member","","","",""
"web-app","admin.detail.sec.reportsFiled","Reports this member filed","","","",""
"web-app","admin.detail.completeness.name","Name","","","",""
"web-app","admin.detail.completeness.city","City","","","",""
"web-app","admin.detail.completeness.club","Club","","","",""
"web-app","admin.detail.completeness.cuescore","CueScore","","","",""
"web-app","admin.completeness.summary","{filled} of {total} filled in","","","{filled}; {total}",""
"web-app","admin.completeness.filled","Filled in","","","",""
"web-app","admin.completeness.open","Open","","","",""
"web-app","admin.completeness.clubBreakdown","{approved} approved · {pending} pending · {rejected} rejected","","","{approved}; {pending}; {rejected}",""
"web-app","admin.detail.memberSince","Member since","","","",""
"web-app","admin.detail.home","Home","","","",""
"web-app","admin.detail.noBio","No bio.","","","",""
"web-app","admin.detail.fargo","Fargo rating","","","",""
"web-app","admin.detail.notSet","Not set","","","",""
"web-app","admin.detail.cuescore","CueScore","","","",""
"web-app","admin.detail.cuescoreOpen","Open profile #{id}","","","{id}",""
"web-app","admin.detail.notLinked","Not linked","","","",""
"web-app","admin.detail.noPhotos","No photos.","","","",""
"web-app","admin.detail.unnamedClub","Unnamed club","","","",""
"web-app","admin.detail.noClubs","No clubs listed.","","","",""
"web-app","admin.detail.wins"," wins","","","",""
"web-app","admin.detail.losses"," losses","","","",""
"web-app","admin.detail.connections"," connections","","","",""
"web-app","admin.detail.lastPlayed","Last played {when}","","","{when}",""
"web-app","admin.detail.noGames","No recorded games.","","","",""
"web-app","admin.detail.noModActions","No moderation actions on file.","","","",""
"web-app","admin.detail.noReportsAbout","No reports about this member.","","","",""
"web-app","admin.detail.noReportsFiled","This member hasn't filed any reports.","","","",""
"web-app","admin.remove.close","Close","","","",""
"web-app","admin.remove.loading","Loading member…","","","",""
"web-app","admin.remove.notFound","Member not found.","","","",""
"web-app","admin.remove.cantAct","You can only remove a member below your role.","","","",""
"web-app","admin.remove.status.active","Active","","","",""
"web-app","admin.remove.status.suspended","Suspended","","","",""
"web-app","admin.remove.reasonLabel","Reason category","","","",""
"web-app","admin.remove.cat.harassment","Harassment or abuse","","","",""
"web-app","admin.remove.cat.spam","Spam","","","",""
"web-app","admin.remove.cat.fakeProfile","Fake or impersonating profile","","","",""
"web-app","admin.remove.cat.inappropriateContent","Inappropriate content","","","",""
"web-app","admin.remove.cat.safetyThreat","Safety threat","","","",""
"web-app","admin.remove.cat.termsViolation","Terms of Service violation","","","",""
"web-app","admin.remove.cat.other","Something else","","","",""
"web-app","admin.remove.detailLabel","Internal note (optional)","","","",""
"web-app","admin.remove.detailPlaceholder","Context for the record — not shown to the member…","","","",""
"web-app","admin.remove.withhold","Withhold the reason from the member (act first)","","","",""
"web-app","admin.remove.evidenceLabel","Evidence (reports on file)","","","",""
"web-app","admin.remove.noEvidence","No reports on file for this member.","","","",""
"web-app","admin.remove.suspendHint","Reversible. Purges the home address, contact, photos and bio; keeps the audit trail.","","","",""
"web-app","admin.remove.suspend","Suspend member","","","",""
"web-app","admin.remove.reinstateHint","This member is suspended. Reinstating clears it — but purged data is not restored.","","","",""
"web-app","admin.remove.reinstate","Reinstate member","","","",""
"web-app","admin.remove.deleteHint","Irreversible. Erases the account; keeps de-identified match & report evidence.","","","",""
"web-app","admin.remove.eraseDisabled","Permanent erase is disabled for now. Use Suspend above.","","","",""
"web-app","admin.remove.tombstone","Block re-registration (abuse only)","","","",""
"web-app","admin.remove.confirmLabel","Type {name} to confirm deletion","","","{name}",""
"web-app","admin.remove.delete","Permanently delete","","","",""
"web-app","admin.remove.cancel","Cancel","","","",""
"web-app","admin.remove.manageShort","Remove…","","","",""
"web-app","admin.remove.toast.suspended","Member suspended","","","",""
"web-app","admin.remove.toast.reinstated","Member reinstated","","","",""
"web-app","admin.remove.toast.deleted","Member removed","","","",""
"web-app","admin.remove.err.lastOwner","You can't remove the last owner — promote another owner first.","","","",""
