"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","bio.country","Country","Paese","","",""
"web-app","bio.countryPlaceholder","Netherlands","Paesi Bassi","","",""
"web-app","rating.label","Rating (self-reported)","Rating (autodichiarato)","","",""
"web-app","rating.placeholder","e.g. 550","es. 550","","",""
"web-app","rating.fairmatchLabel","FairMatch profile URL (optional)","URL del profilo FairMatch (facoltativo)","","",""
"web-app","rating.fairmatchPlaceholder","https://fairmatch.fargorate.com/…","https://fairmatch.fargorate.com/…","","",""
"web-app","rating.errRange","Enter a rating between 0 and 900.","Inserisci un rating tra 0 e 900.","","",""
"web-app","rating.errHttps","Include https:// in the link.","Includi https:// nel link.","","",""
"web-app","connectCode.aria","My connect code","Il mio codice di connessione","","",""
"web-app","connectCode.entrySub","Show or scan to connect in person","Mostralo o scansionalo per connetterti di persona","","",""
"web-app","connectCode.title","Connect code","Codice di connessione","","",""
"web-app","connectCode.myCode","My code","Il mio codice","","",""
"web-app","connectCode.scan","Scan","Scansiona","","",""
"web-app","connectCode.qrAlt","Your connect QR code","Il tuo codice QR di connessione","","",""
"web-app","connectCode.caption","Have another player scan this to connect with you on 8nOut.","Fai scansionare questo a un altro giocatore per connetterti con lui su 8nOut.","","",""
"web-app","connectCode.shareLink","Share link","Condividi link","","",""
"web-app","connectCode.resetTitle","Reset your code?","Reimpostare il tuo codice?","","",""
"web-app","connectCode.resetBody","Your current QR and link stop working right away. Anyone already connected with you stays connected.","Il tuo QR e link attuali smettono subito di funzionare. Chi è già connesso con te resta connesso.","","",""
"web-app","connectCode.resetCode","Reset code","Reimposta codice","","",""
"web-app","connectCode.resetMyCode","Reset my code","Reimposta il mio codice","","",""
"web-app","connectCode.newReady","New code ready","Nuovo codice pronto","","",""
"web-app","connectCode.errReset","Couldn't reset your code.","Non è stato possibile reimpostare il tuo codice.","","",""
"web-app","connectCode.alreadyConnected","You're already connected","Siete già connessi","","",""
"web-app","connectCode.connected","You're connected!","Siete connessi!","","",""
"web-app","connectCode.alreadyBody","You and {name} are already connected.","Tu e {name} siete già connessi.","","{name}",""
"web-app","connectCode.connectedBody","You and {name} are connected. Say hi and set up a game.","Tu e {name} siete connessi. Saluta e organizza una partita.","","{name}",""
"web-app","connectCode.view","View {name}","Vedi {name}","","{name}",""
"web-app","connectCode.pasteLabel","Paste a link instead","Incolla un link invece","","",""
"web-app","connectCode.pastePlaceholder","Paste an 8nOut invite link","Incolla un link di invito 8nOut","","",""
"web-app","connectCode.backToCamera","Back to camera","Torna alla fotocamera","","",""
"web-app","connectCode.cameraOff","Camera access is off","L'accesso alla fotocamera è disattivato","","",""
"web-app","connectCode.cameraOffBody","Your browser is blocking the camera. You can paste the player's link instead, or allow the camera in your browser and try again.","Il tuo browser sta bloccando la fotocamera. Puoi incollare il link del giocatore invece, oppure consentire la fotocamera nel browser e riprovare.","","",""
"web-app","connectCode.scanHelp","Point at another player's 8nOut code","Inquadra il codice 8nOut di un altro giocatore","","",""
"web-app","connectCode.notCode","That's not an 8nOut code — keep pointing at their code.","Questo non è un codice 8nOut — continua a inquadrare il suo codice.","","",""
"web-app","connectCode.ownCode","That's your own code. Have the other player scan it instead.","Questo è il tuo codice. Fallo scansionare all'altro giocatore.","","",""
"web-app","connectCode.codeInactive","This code isn't active anymore. Ask them to show a fresh one.","Questo codice non è più attivo. Chiedigli di mostrartene uno nuovo.","","",""
"web-app","inviteLanding.invalidTitle","This invite link is no longer valid","Questo link di invito non è più valido","","",""
"web-app","inviteLanding.invalidBody","Ask your friend for a fresh link, or open the app and find players near you.","Chiedi al tuo amico un link nuovo, oppure apri l'app e trova giocatori vicino a te.","","",""
"web-app","inviteLanding.open8nOut","Open 8nOut","Apri 8nOut","","",""
"web-app","inviteLanding.invitedYou","{name} invited you to 8nOut","{name} ti ha invitato su 8nOut","","{name}",""
"web-app","inviteLanding.body","8nOut is the map of the European One Pocket community — find players and clubs near you, connect, and arrange a game. Join and you'll be connected with {name} straight away.","8nOut è la mappa della comunità europea di One Pocket — trova giocatori e club vicino a te, connettiti e organizza una partita. Iscriviti e sarai subito connesso con {name}.","","{name}",""
"web-app","inviteLanding.openWebApp","Open the web app","Apri la web app","","",""
"web-app","inviteLanding.getAppPrimary","Get 8nOut","Scarica 8nOut","","",""
"web-app","inviteLanding.openWebAppSecondary","Open the web app instead","Apri la web app invece","","",""
"web-app","inviteLanding.installedHint","Already have 8nOut? Open this link on your phone, or paste it into the app — you'll be connected with {name}.","Hai già 8nOut? Apri questo link sul telefono, oppure incollalo nell'app — sarai connesso con {name}.","","{name}",""
"web-app","publicProfile.errorLoad","Couldn't load this profile right now — try again in a bit.","Non è stato possibile caricare questo profilo in questo momento — riprova tra poco.","","",""
"web-app","publicProfile.notFound","Profile not found","Profilo non trovato","","",""
"web-app","publicProfile.notFoundBody","This link doesn't point to an 8nOut player.","Questo link non corrisponde a nessun giocatore 8nOut.","","",""
"web-app","publicProfile.photoAlt","{name}'s photo","Foto di {name}","","{name}",""
"web-app","publicProfile.verifyFairmatch","verify on FairMatch","verifica su FairMatch","","",""
"web-app","publicProfile.selfReported","(self-reported)","(autodichiarato)","","",""
"web-app","publicProfile.cuescore","CueScore","CueScore","","",""
"web-app","publicProfile.viewProfile","View profile","Vedi profilo","","",""
"web-app","publicProfile.homeTablePrivate","Home table — address stays private until shared","Tavolo di casa — l'indirizzo resta privato finché non viene condiviso","","",""
"web-app","admin.consoleLink","Moderator console","Console di moderazione","","",""
"web-app","admin.notFound","Page not found","Pagina non trovata","","",""
"web-app","admin.notFoundBody","The page you're looking for doesn't exist.","La pagina che cerchi non esiste.","","",""
"web-app","admin.brand","8nOut","8nOut","","",""
"web-app","admin.pill","Admin","Admin","","",""
"web-app","admin.role.moderator","Moderator","Moderatore","","",""
"web-app","admin.nav.section","Moderation","Moderazione","","",""
"web-app","admin.nav.overview","Overview","Panoramica","","",""
"web-app","admin.nav.venues","Venue queue","Coda locali","","",""
"web-app","admin.nav.reports","Reports","Segnalazioni","","",""
"web-app","admin.back","Back to 8nOut","Torna a 8nOut","","",""
"web-app","admin.refresh","Refresh","Aggiorna","","",""
"web-app","admin.loading","Loading…","Caricamento…","","",""
"web-app","admin.error","Couldn't load this right now — try refresh.","Non è stato possibile caricare questo in questo momento — prova ad aggiornare.","","",""
"web-app","admin.overview.title","Overview","Panoramica","","",""
"web-app","admin.overview.subtitle","The map at a glance","La mappa a colpo d'occhio","","",""
"web-app","admin.stat.players","Players","Giocatori","","",""
"web-app","admin.stat.venuesLive","Venues live","Locali attivi","","",""
"web-app","admin.stat.signups","Sign-ups","Iscrizioni","","",""
"web-app","admin.stat.openReports","Open reports","Segnalazioni aperte","","",""
"web-app","admin.stat.per7days","/ 7 days","/ 7 giorni","","",""
"web-app","admin.stat.newThisWeek","{count} this week","{count} questa settimana","","{count}",""
"web-app","admin.stat.pendingReview.one","1 pending review","1 in attesa di revisione","","",""
"web-app","admin.stat.pendingReview.other","{count} pending review","{count} in attesa di revisione","","{count}",""
"web-app","admin.stat.noPending","None pending","Nessuno in attesa","","",""
"web-app","admin.stat.needsReview","needs review","richiede revisione","","",""
"web-app","admin.stat.allClear","All clear","Tutto a posto","","",""
"web-app","admin.stat.goToVenues","Go to the venue queue","Vai alla coda locali","","",""
"web-app","admin.stat.goToReports","Go to reports","Vai alle segnalazioni","","",""
"web-app","admin.stat.onlineNow","Online now","Online ora","","",""
"web-app","admin.stat.active24h","Active 24h","Attivi nelle 24h","","",""
"web-app","admin.stat.onlineNowSub","In the last 10 min","Negli ultimi 10 min","","",""
"web-app","admin.stat.active24hSub","In the last 24 hours","Nelle ultime 24 ore","","",""
"web-app","admin.overview.attnVenues.one","1 venue awaiting review","1 locale in attesa di revisione","","",""
"web-app","admin.overview.attnVenues.other","{count} venues awaiting review","{count} locali in attesa di revisione","","{count}",""
"web-app","admin.overview.attnReports.one","1 open report","1 segnalazione aperta","","",""
"web-app","admin.overview.attnReports.other","{count} open reports","{count} segnalazioni aperte","","{count}",""
"web-app","admin.overview.attnSub","Pending your review","In attesa della tua revisione","","",""
"web-app","admin.overview.review","Review →","Rivedi →","","",""
"web-app","admin.overview.recent","Recent activity","Attività recente","","",""
"web-app","admin.overview.recentNote","Latest first","Più recente per prima","","",""
"web-app","admin.overview.recentEmpty","No recent activity.","Nessuna attività recente.","","",""
"web-app","admin.overview.recentPlayers","Players","Giocatori","","",""
"web-app","admin.overview.recentVenues","Venues","Locali","","",""
"web-app","admin.overview.recentPlayersEmpty","No recent player activity.","Nessuna attività recente dei giocatori.","","",""
"web-app","admin.overview.recentVenuesEmpty","No recent venue activity.","Nessuna attività recente dei locali.","","",""
"web-app","admin.overview.recentError","Couldn't load activity.","Non è stato possibile caricare l'attività.","","",""
"web-app","admin.overview.loadMore","Load more","Carica altro","","",""
"web-app","admin.overview.kindAll","All","Tutto","","",""
"web-app","admin.overview.kindPlayer","Player","Giocatore","","",""
"web-app","admin.overview.kindVenue","Venue","Locale","","",""
"web-app","admin.overview.kindReport","Report","Segnalazione","","",""
"web-app","admin.overview.allClearTitle","You're all caught up","Sei aggiornato","","",""
"web-app","admin.overview.allClearSub","Nothing waiting for review and no open reports.","Niente in attesa di revisione e nessuna segnalazione aperta.","","",""
"web-app","admin.overview.funnel.title","Onboarding funnel","Funnel di onboarding","","",""
"web-app","admin.overview.funnel.note","Read-only","Sola lettura","","",""
"web-app","admin.overview.funnel.windowAll","All time","Da sempre","","",""
"web-app","admin.overview.funnel.window90","Last 90 days","Ultimi 90 giorni","","",""
"web-app","admin.overview.funnel.window30","Last 30 days","Ultimi 30 giorni","","",""
"web-app","admin.overview.funnel.cohort","{total} signed up in this window · {mature} old enough to count (7+ days) · {completed} completed onboarding","{total} iscritti in questo periodo · {mature} abbastanza vecchi da contare (7+ giorni) · {completed} hanno completato l'onboarding","","{completed}; {mature}; {total}",""
"web-app","admin.overview.funnel.cohortEmpty","{total} signed up in this window","{total} iscritti in questo periodo","","{total}",""
"web-app","admin.overview.funnel.timeTitle","Time to complete","Tempo per completare","","",""
"web-app","admin.overview.funnel.timeMeta","based on {completed} completions","basato su {completed} completamenti","","{completed}",""
"web-app","admin.overview.funnel.avgLabel","Average","Media","","",""
"web-app","admin.overview.funnel.medianLabel","Median","Mediana","","",""
"web-app","admin.overview.funnel.bucketUnder5m","<5m","<5m","","",""
"web-app","admin.overview.funnel.bucket5to30m","5–30m","5–30m","","",""
"web-app","admin.overview.funnel.bucket30mTo2h","30m–2h","30m–2h","","",""
"web-app","admin.overview.funnel.bucket2hTo24h","2h–24h","2h–24h","","",""
"web-app","admin.overview.funnel.bucket1to7d","1–7d","1–7g","","",""
"web-app","admin.overview.funnel.bucketOver7d","7d+","7g+","","",""
"web-app","admin.overview.funnel.fillTitle","Per-step fill rate","Tasso di completamento per passaggio","","",""
"web-app","admin.overview.funnel.fillMeta","of {mature} mature members","su {mature} membri abbastanza vecchi","","{mature}",""
"web-app","admin.overview.funnel.fillEmpty","No members in this window yet.","Ancora nessun membro in questo periodo.","","",""
"web-app","admin.overview.funnel.stepName","Name","Nome","","",""
"web-app","admin.overview.funnel.stepCity","City","Città","","",""
"web-app","admin.overview.funnel.stepClub","Club","Club","","",""
"web-app","admin.overview.funnel.stepCuescore","CueScore","CueScore","","",""
"web-app","admin.overview.funnel.avoidTitle","Prompt avoidance","Elusione del prompt","","",""
"web-app","admin.overview.funnel.avoidMeta","of {mature} mature members","su {mature} membri abbastanza vecchi","","{mature}",""
"web-app","admin.overview.funnel.dismiss0","Never dismissed","Mai ignorato","","",""
"web-app","admin.overview.funnel.dismiss1","Dismissed once","Ignorato una volta","","",""
"web-app","admin.overview.funnel.dismiss2","Dismissed twice","Ignorato due volte","","",""
"web-app","admin.overview.funnel.dismiss3plus","Dismissed 3+ times","Ignorato 3 o più volte","","",""
"web-app","admin.overview.funnel.avoidSub","avg {n} dismissals per member · {snoozed} currently snoozed","media di {n} rifiuti per membro · {snoozed} rimandati al momento","","{n}; {snoozed}",""
"web-app","admin.overview.funnel.suppressedTag","Hidden — sample too small","Nascosto — campione troppo piccolo","","",""
"web-app","admin.overview.funnel.suppressedTitle","Not enough data yet","Non ci sono ancora abbastanza dati","","",""
"web-app","admin.overview.funnel.suppressedTime.one","Only 1 member completed onboarding in this window — showing an exact time here could point to a specific person, so it stays hidden until there's more data.","Solo 1 membro ha completato l'onboarding in questo periodo — mostrare un tempo esatto qui potrebbe indicare una persona specifica, quindi resta nascosto finché non ci sono più dati.","","",""
"web-app","admin.overview.funnel.suppressedTime.other","Only {count} members completed onboarding in this window — showing an exact time here could point to a specific person, so it stays hidden until there's more data.","Solo {count} membri hanno completato l'onboarding in questo periodo — mostrare un tempo esatto qui potrebbe indicare una persona specifica, quindi resta nascosto finché non ci sono più dati.","","{count}",""
"web-app","admin.overview.funnel.suppressedAvoid.one","Only 1 member in this window is old enough to count — not enough to show dismissal patterns without pointing at someone specific.","Solo 1 membro in questo periodo è abbastanza vecchio da contare — non basta per mostrare gli schemi di rifiuto senza indicare qualcuno in particolare.","","",""
"web-app","admin.overview.funnel.suppressedAvoid.other","Only {count} members in this window are old enough to count — not enough to show dismissal patterns without pointing at someone specific.","Solo {count} membri in questo periodo sono abbastanza vecchi da contare — non basta per mostrare gli schemi di rifiuto senza indicare qualcuno in particolare.","","{count}",""
"web-app","admin.overview.funnel.error","Couldn't load the onboarding funnel.","Non è stato possibile caricare il funnel di onboarding.","","",""
"web-app","admin.activity.venueApproved","{name} approved — live on the map","{name} approvato — attivo sulla mappa","","{name}",""
"web-app","admin.activity.venueRejected","{name} rejected","{name} rifiutato","","{name}",""
"web-app","admin.activity.venueModerated","{name} moderated","{name} moderato","","{name}",""
"web-app","admin.activity.venueSubmitted","New venue submitted: {name}","Nuovo locale inviato: {name}","","{name}",""
"web-app","admin.activity.playerJoined","New player: {name}","Nuovo giocatore: {name}","","{name}",""
"web-app","admin.activity.reportFiled","Report filed — {reason}","Segnalazione presentata — {reason}","","{reason}",""
"web-app","admin.activity.by","by {name}","da {name}","","{name}",""
"web-app","admin.venues.title","Venue queue","Coda locali","","",""
"web-app","admin.venues.subtitle.one","1 awaiting review · newest first","1 in attesa di revisione · più recente per primo","","",""
"web-app","admin.venues.subtitle.other","{count} awaiting review · newest first","{count} in attesa di revisione · più recente per primo","","{count}",""
"web-app","admin.venues.subtitleEmpty","0 awaiting review","0 in attesa di revisione","","",""
"web-app","admin.venues.emptyTitle","Nothing to review — nice.","Niente da revisionare — ottimo.","","",""
"web-app","admin.venues.emptySub","New venue submissions land here the moment a player adds one. You're all caught up.","I nuovi locali inviati arrivano qui non appena un giocatore ne aggiunge uno. Sei aggiornato.","","",""
"web-app","admin.venues.loadError","Couldn't load the venue queue — try refresh.","Non è stato possibile caricare la coda locali — prova ad aggiornare.","","",""
"web-app","admin.venue.pendingReview","Pending review","In attesa di revisione","","",""
"web-app","admin.venue.geocodedAddress","Geocoded address","Indirizzo geocodificato","","",""
"web-app","admin.venue.submittedAs","Submitted as: {text}","Inviato come: {text}","","{text}",""
"web-app","admin.venue.submittedBy","by {name}","da {name}","","{name}",""
"web-app","admin.venue.submittedAgo","Submitted {ago}","Inviato {ago}","","{ago}",""
"web-app","admin.venue.cuescore","Imported from CueScore","Importato da CueScore","","",""
"web-app","admin.venue.approve","Approve & publish","Approva e pubblica","","",""
"web-app","admin.venue.reject","Reject…","Rifiuta…","","",""
"web-app","admin.venue.editName","Edit","Modifica","","",""
"web-app","admin.venue.editNameAria","Edit venue name","Modifica nome del locale","","",""
"web-app","admin.venue.nameInputLabel","Venue name","Nome del locale","","",""
"web-app","admin.venue.saveName","Save","Salva","","",""
"web-app","admin.venue.cancelEdit","Cancel","Annulla","","",""
"web-app","admin.venue.safety.residential","Looks residential","Sembra residenziale","","",""
"web-app","admin.venue.safety.residentialSub","This reads like a private home. A home table belongs on a profile (connections-only), not the public venue map.","Questo sembra un'abitazione privata. Un tavolo di casa va in un profilo (solo connessioni), non sulla mappa pubblica dei locali.","","",""
"web-app","admin.venue.safety.business","Reads as a business","Sembra un'attività commerciale","","",""
"web-app","admin.venue.safety.businessSub","This reads like a public venue. Approving publishes it to the map right away.","Questo sembra un locale pubblico. Approvarlo lo pubblica subito sulla mappa.","","",""
"web-app","admin.venue.safety.neutral","No strong signal","Nessun indizio chiaro","","",""
"web-app","admin.venue.safety.neutralSub","The place-class isn't conclusive — check the map and address before deciding.","Il tipo di luogo non è chiaro — controlla la mappa e l'indirizzo prima di decidere.","","",""
"web-app","admin.venue.viewOsm","View on OpenStreetMap","Vedi su OpenStreetMap","","",""
"web-app","admin.venue.osmShort","OSM ↗","OSM ↗","","",""
"web-app","admin.venue.mapUnavailable","Map unavailable","Mappa non disponibile","","",""
"web-app","admin.venue.websiteLabel","Website","Sito web","","",""
"web-app","admin.venue.openWebsite","Open ↗","Apri ↗","","",""
"web-app","admin.venue.websiteReviewNote","We haven't checked where this leads — including whether it promotes money games. Open it and judge for yourself before you approve.","Non abbiamo controllato dove porta questo link — nemmeno se promuove partite a soldi. Aprilo e valuta tu stesso prima di approvare.","","",""
"web-app","admin.venue.websiteReviewNoteShort","We haven't checked where this leads — open it before you approve.","Non abbiamo controllato dove porta questo link — aprilo prima di approvare.","","",""
"web-app","admin.venue.edit.websiteLabel","Website URL","URL del sito web","","",""
"web-app","admin.venue.edit.websiteHint","Paste the club's website or Facebook page, or leave blank to clear it.","Incolla il sito del club o la sua pagina Facebook, oppure lascia vuoto per rimuoverlo.","","",""
"web-app","admin.venue.completenessTitle","Completeness","Completezza","","",""
"web-app","admin.venue.completeness.address","Address","Indirizzo","","",""
"web-app","admin.venue.completeness.city","City","Città","","",""
"web-app","admin.venue.completeness.country","Country","Paese","","",""
"web-app","admin.venue.completeness.logo","Logo","Logo","","",""
"web-app","admin.venue.completeness.website","Website","Sito web","","",""
"web-app","admin.reject.title","Reason for rejection","Motivo del rifiuto","","",""
"web-app","admin.reject.dsa","shown to submitter · DSA Art. 17","visibile a chi ha inviato · Art. 17 DSA","","",""
"web-app","admin.reject.sub","The submitter will see this on their submission. Keep it factual and kind.","Chi ha effettuato l'invio vedrà questa nota. Resta oggettivo e cortese.","","",""
"web-app","admin.reject.placeholder","Explain why this can't go on the map…","Spiega perché questo non può andare sulla mappa…","","",""
"web-app","admin.reject.chip.privateResidence","Private residence","Residenza privata","","",""
"web-app","admin.reject.chip.notAVenue","Not a public venue","Non è un locale pubblico","","",""
"web-app","admin.reject.chip.closedOrWrong","Closed / wrong details","Chiuso / dati errati","","",""
"web-app","admin.reject.chip.duplicate","Duplicate","Duplicato","","",""
"web-app","admin.reject.chip.other","Other…","Altro…","","",""
"web-app","admin.reject.cancel","Cancel","Annulla","","",""
"web-app","admin.reject.send","Send rejection","Invia rifiuto","","",""
"web-app","admin.reject.prefill.privateResidence","This looks like a private home. 8nOut only maps public pool venues — you can add your home table on your profile instead, where it stays visible to your connections only.","Questo sembra un'abitazione privata. 8nOut mappa solo locali pubblici di biliardo — puoi aggiungere il tuo tavolo di casa nel tuo profilo, dove resta visibile solo alle tue connessioni.","","",""
"web-app","admin.reject.prefill.notAVenue","This doesn't look like a public pool venue, so it can't go on the map.","Questo non sembra un locale pubblico di biliardo, quindi non può andare sulla mappa.","","",""
"web-app","admin.reject.prefill.closedOrWrong","These details look closed or incorrect, so this can't go on the map right now.","Questi dati sembrano indicare che è chiuso o sono errati, quindi questo non può andare sulla mappa ora.","","",""
"web-app","admin.reject.prefill.duplicate","This venue is already on the map, so this submission is a duplicate.","Questo locale è già sulla mappa, quindi questo invio è un duplicato.","","",""
"web-app","admin.reports.title","Reports","Segnalazioni","","",""
"web-app","admin.reports.subtitle.one","1 open · oldest first","1 aperta · più vecchia per prima","","",""
"web-app","admin.reports.subtitle.other","{count} open · oldest first","{count} aperte · più vecchia per prima","","{count}",""
"web-app","admin.reports.subtitleEmpty","0 open","0 aperte","","",""
"web-app","admin.reports.emptyTitle","No open reports.","Nessuna segnalazione aperta.","","",""
"web-app","admin.reports.emptySub","The community's behaving. New reports show up here.","La comunità si sta comportando bene. Le nuove segnalazioni compaiono qui.","","",""
"web-app","admin.reports.loadError","Couldn't load reports — try refresh.","Non è stato possibile caricare le segnalazioni — prova ad aggiornare.","","",""
"web-app","admin.report.kind.venue","Venue","Locale","","",""
"web-app","admin.report.kind.player","Player","Giocatore","","",""
"web-app","admin.report.kind.photo","Photo","Foto","","",""
"web-app","admin.report.kind.report","Report","Segnalazione","","",""
"web-app","admin.report.reportedBy","reported by {name} · {ago}","segnalato da {name} · {ago}","","{ago}; {name}",""
"web-app","admin.report.liveOnMap","Live on map","Attivo sulla mappa","","",""
"web-app","admin.report.venuePending","Pending","In attesa","","",""
"web-app","admin.report.venueRejected","Already rejected","Già rifiutato","","",""
"web-app","admin.report.photoBy","Photo by {name}","Foto di {name}","","{name}",""
"web-app","admin.report.takedown","Take down venue…","Rimuovi locale…","","",""
"web-app","admin.report.dismiss","Dismiss","Ignora","","",""
"web-app","admin.report.markActioned","Mark actioned","Segna come risolto","","",""
"web-app","admin.report.actionedNote","Marks the report resolved. It does not delete the photo.","Segna la segnalazione come risolta. Non elimina la foto.","","",""
"web-app","admin.report.noDetail","No note added.","Nessuna nota aggiunta.","","",""
"web-app","admin.reason.harassment","Harassment","Molestie","","",""
"web-app","admin.reason.spam","Spam","Spam","","",""
"web-app","admin.reason.inappropriatePhoto","Inappropriate photo","Foto inappropriata","","",""
"web-app","admin.reason.fakeProfile","Fake profile","Profilo falso","","",""
"web-app","admin.reason.privateResidence","Private residence","Residenza privata","","",""
"web-app","admin.reason.notAVenue","Not a public venue","Non è un locale pubblico","","",""
"web-app","admin.reason.closedOrWrong","Closed / wrong details","Chiuso / dati errati","","",""
"web-app","admin.reason.other","Other","Altro","","",""
"web-app","admin.reason.moneyPlaySolicitation","Money-play solicitation","Proposta di gioco a soldi","","",""
"web-app","admin.report.kind.message","Message","Messaggio","","",""
"web-app","admin.report.openWindow","Open message window…","Apri finestra messaggi…","","",""
"web-app","admin.report.noBody","The message text is never shown here. Open the logged window to read it.","Il testo del messaggio non viene mai mostrato qui. Apri la finestra registrata per leggerlo.","","",""
"web-app","admin.report.target24","24h target","Obiettivo 24h","","",""
"web-app","admin.report.target48","48h target","Obiettivo 48h","","",""
"web-app","admin.report.overdue","Past target","Oltre il termine","","",""
"web-app","admin.window.title","Message window","Finestra messaggi","","",""
"web-app","admin.window.readOnly","Read-only","Sola lettura","","",""
"web-app","admin.window.loggedNote","Opening this window is recorded — who, when, and which messages were returned — so message access stays accountable.","L'apertura di questa finestra viene registrata — chi, quando e quali messaggi sono stati restituiti — così l'accesso ai messaggi resta tracciabile.","","",""
"web-app","admin.window.bounds","Shows the reported message and up to 5 messages either side, within 24 hours of it — this conversation only.","Mostra il messaggio segnalato e fino a 5 messaggi per lato, entro 24 ore da esso — solo questa conversazione.","","",""
"web-app","admin.window.reported","Reported message","Messaggio segnalato","","",""
"web-app","admin.window.deletedTag","Deleted by sender","Eliminato dal mittente","","",""
"web-app","admin.window.cardRow","Challenge card","Scheda sfida","","",""
"web-app","admin.window.deletedMember","Deleted member","Membro eliminato","","",""
"web-app","admin.window.closedReport","This report is decided. Re-open it to view the window — re-opening is recorded.","Questa segnalazione è già stata decisa. Riaprila per vedere la finestra — la riapertura viene registrata.","","",""
"web-app","admin.window.purgedAnchor","This message no longer exists — the attempt was still logged.","Questo messaggio non esiste più — il tentativo è stato comunque registrato.","","",""
"web-app","admin.hold.place","Place hold…","Metti in sospeso…","","",""
"web-app","admin.hold.reasonLabel","Reason (recorded)","Motivo (registrato)","","",""
"web-app","admin.hold.confirm","Place hold","Metti in sospeso","","",""
"web-app","admin.hold.held","On hold","In sospeso","","",""
"web-app","admin.hold.heldUntil","On hold · expires {date}","In sospeso · scade il {date}","","{date}",""
"web-app","admin.hold.extend","Extend as H2…","Estendi come H2…","","",""
"web-app","admin.hold.autoPlaced","H1 hold — automatic","Sospensione H1 — automatica","","",""
"web-app","admin.hold.release","Release hold…","Rimuovi sospensione…","","",""
"web-app","admin.hold.releaseReasonLabel","Reason for release (recorded)","Motivo della rimozione (registrato)","","",""
"web-app","admin.hold.releaseConfirm","Release hold","Rimuovi sospensione","","",""
"web-app","admin.toast.holdPlaced","Hold placed","Sospensione applicata","","",""
"web-app","admin.toast.holdReleased","Hold released","Sospensione rimossa","","",""
"web-app","admin.toast.published","Published to the map","Pubblicato sulla mappa","","",""
"web-app","admin.toast.rejected","Rejection sent","Rifiuto inviato","","",""
"web-app","admin.toast.takendown","Taken down","Rimosso","","",""
"web-app","admin.toast.dismissed","Report dismissed","Segnalazione ignorata","","",""
"web-app","admin.toast.actioned","Report marked actioned","Segnalazione segnata come risolta","","",""
"web-app","admin.toast.error","Something went wrong — try again.","Qualcosa è andato storto — riprova.","","",""
"web-app","admin.time.justNow","just now","proprio ora","","",""
"web-app","admin.time.minutesAgo","{count}m ago","{count}m fa","","{count}",""
"web-app","admin.time.hoursAgo","{count}h ago","{count}h fa","","{count}",""
"web-app","admin.time.daysAgo","{count}d ago","{count}g fa","","{count}",""
"web-app","admin.nav.members","Members","Membri","","",""
"web-app","admin.roles.title","Members","Membri","","",""
"web-app","admin.roles.subtitle","Search members and manage roles","Cerca membri e gestisci i ruoli","","",""
"web-app","admin.roles.searchPlaceholder","Search by name…","Cerca per nome…","","",""
"web-app","admin.roles.you","You","Tu","","",""
"web-app","admin.roles.changeRoleFor","Change role for {name}","Cambia ruolo per {name}","","{name}",""
"web-app","admin.roles.role.owner","Owner","Proprietario","","",""
"web-app","admin.roles.role.moderator_1","Moderator 1","Moderatore 1","","",""
"web-app","admin.roles.role.moderator_2","Moderator 2","Moderatore 2","","",""
"web-app","admin.roles.role.player","Player","Giocatore","","",""
"web-app","admin.roles.save","Save","Salva","","",""
"web-app","admin.roles.toast.saved","Role updated","Ruolo aggiornato","","",""
"web-app","admin.roles.err.lastOwner","You can't change the last owner — promote another owner first.","Non puoi cambiare l'ultimo proprietario — promuovi prima un altro proprietario.","","",""
"web-app","admin.roles.emptyTitle","No members found","Nessun membro trovato","","",""
"web-app","admin.roles.emptySub","No one matches that search. Try a different name.","Nessuno corrisponde a quella ricerca. Prova un nome diverso.","","",""
"web-app","admin.nav.venuesManage","Venues","Locali","","",""
"web-app","admin.venuesManage.title","All venues","Tutti i locali","","",""
"web-app","admin.venuesManage.subtitle","Search, edit, merge and remove venues — every status","Cerca, modifica, unisci e rimuovi locali — qualsiasi stato","","",""
"web-app","admin.venuesManage.searchPlaceholder","Search name, address or city…","Cerca nome, indirizzo o città…","","",""
"web-app","admin.venuesManage.filter.all","All","Tutti","","",""
"web-app","admin.venuesManage.filter.pending","Pending","In attesa","","",""
"web-app","admin.venuesManage.filter.approved","Live","Attivi","","",""
"web-app","admin.venuesManage.filter.rejected","Rejected","Rifiutati","","",""
"web-app","admin.venuesManage.status.pending","Pending","In attesa","","",""
"web-app","admin.venuesManage.status.approved","Live","Attivo","","",""
"web-app","admin.venuesManage.status.rejected","Rejected","Rifiutato","","",""
"web-app","admin.venuesManage.showing.one","1 venue","1 locale","","",""
"web-app","admin.venuesManage.showing.other","{count} venues","{count} locali","","{count}",""
"web-app","admin.venuesManage.loadMore","Load more","Carica altro","","",""
"web-app","admin.venuesManage.emptyTitle","No venues here","Nessun locale qui","","",""
"web-app","admin.venuesManage.emptySub","Nothing matches that filter or search. Try a different one.","Niente corrisponde a quel filtro o ricerca. Provane uno diverso.","","",""
"web-app","admin.venuesManage.loadError","Couldn't load venues — try refresh.","Non è stato possibile caricare i locali — prova ad aggiornare.","","",""
"web-app","admin.venuesManage.view","View","Vedi","","",""
"web-app","admin.venuesManage.hide","Hide","Nascondi","","",""
